TournamentCode,TeamNum,TeamName,R,QP,RP,High,MP,Elim,
1617velv-flrcc,4997,Masquerade,1,12,185,140,6,,
1617velv-flrcc,7719,Team RISE,2,11,235,85,7,,
1617velv-flrcc,4960,Stealth Tigers,3,9,188,125,6,,
1617velv-flrcc,3846,Maelstrom,4,8,198,102,7,,
1617velv-flrcc,7203,KNO3,5,8,197,195,6,,
1617velv-flrcc,2845,Team Duct Tape,6,7,249,100,6,,
1617velv-flrcc,4469,Hydra Beta,7,6,212,195,6,,
1617velv-flrcc,7017,Polk Overdrive,8,6,149,102,6,,
1617velv-flrcc,11429,The Mechanical Bulls,9,5,178,75,6,,
1617velv-flrcc,11619,14 Spicy Boiz,10,4,126,46,6,,
1617velv-flrcc,11434,JagWires,11,4,122,54,6,,
1617velv-flrcc,8387,Biohazardous,12,4,119,47,6,,
1617velv-flrcc,11710,RoboRaiders,13,4,96,91,6,,
1617velv-flrcc,9175,Warrior Bots,14,2,197,65,6,,
1617velv-flrcc,2425,Hydra Alpha,15,2,153,45,6,,
