TournamentMatchCode,Match,Result,Red0,Red1,Red2,Blue0,Blue1,Blue2,RTot,BTot,
1617velv-orbe2-Q-1,Q-1,120-55 R,8949,0,0,12002,0,0,120,55,
1617velv-orbe2-Q-2,Q-2,70-45 R,9774,0,0,10565,0,0,70,45,
1617velv-orbe2-Q-3,Q-3,145-85 R,7013,0,0,8610,0,0,145,85,
1617velv-orbe2-Q-4,Q-4,70-95 B,10565,0,0,7516,0,0,70,95,
1617velv-orbe2-Q-5,Q-5,45-55 B,3058,0,0,750,0,0,45,55,
1617velv-orbe2-Q-6,Q-6,115-51 R,3965,0,0,9774,0,0,115,51,
1617velv-orbe2-Q-7,Q-7,95-25 R,8949,0,0,8610,0,0,95,25,
1617velv-orbe2-Q-8,Q-8,20-110 B,7516,0,0,3965,0,0,20,110,
1617velv-orbe2-Q-9,Q-9,140-81 R,7013,0,0,3058,0,0,140,81,
1617velv-orbe2-Q-10,Q-10,55-71 B,12002,0,0,9231,0,0,55,71,
1617velv-orbe2-Q-11,Q-11,45-40 R,750,0,0,4097,0,0,45,40,
1617velv-orbe2-Q-12,Q-12,135-120 R,7516,0,0,8949,0,0,135,120,
1617velv-orbe2-Q-13,Q-13,65-85 B,9231,0,0,8610,0,0,65,85,
1617velv-orbe2-Q-14,Q-14,102-40 R,12002,0,0,9774,0,0,102,40,
1617velv-orbe2-Q-15,Q-15,55-65 B,7516,0,0,7013,0,0,55,65,
